MAG1,SIGNAL1,DATE,TIME,MAG2,SIGNAL2,MAG3,SIGNAL3,MAG4,SIGNAL4,MAG5,SIGNAL5,ALTITUDE,LINE,LAYBACK,MAG3_NORTH,MAG3_EAST
49724.676,776,02/27/16,04:02:02,49728.25123,925,49728.09423,1025,49729.55944,614.6237624,49728.68756,308,2.540664687,1026,3.8,6027615.017,276708.5317
49724.672,774,02/27/16,04:02:02,49728.295,925,49728.138,1025,49729.557,613,49728.68652,308,2.5294,1026,3.8,6027615.202,276708.3442
49724.563,774,02/27/16,04:02:02,49728.093,923,49727.939,1023,49729.40965,610,49728.60784,305.34375,2.551792,1026,3.8,6027615.384,276708.1571
49724.515,774,02/27/16,04:02:03,49728.096,923,49727.846,1021,49729.37855,608.9690722,49728.56308,305,2.537797,1026,3.8,6027615.568,276707.9693
49724.518,771,02/27/16,04:02:03,49728.07,920,49727.84745,1021,49729.37914,608.5742574,49728.5692,305,2.537797,1026,3.8,6027615.748,276707.7813
49724.56,771,02/27/16,04:02:03,49728.10528,920,49727.849,1021,49729.37903,610,49728.59841,305,2.537797,1026,3.8,6027615.931,276707.5924
49724.631,771,02/27/16,04:02:03,49728.276,920,49727.958,1018,49729.46495,610,49728.59229,305,2.5294,1026,3.8,6027616.108,276707.4034
49724.74,771,02/27/16,04:02:03,49728.321,923,49728.028,1018,49729.5145,610,49728.70798,305,2.537797,1026,3.8,6027616.287,276707.214
49724.766,771,02/27/16,04:02:03,49728.366,923,49728.073,1018,49729.54358,610,49728.7606,305,2.5335985,1026,3.8,6027616.462,276707.0257
49724.766,771,02/27/16,04:02:03,49728.37693,923,49728.118,1018,49729.57194,610,49728.77902,305,2.5294,1026,3.8,6027616.637,276706.8382
49724.74,771,02/27/16,04:02:03,49728.34,923,49728.141,1021,49729.68216,610,49728.815,305,2.515405,1026,3.8,6027616.811,276706.651
49724.743,771,02/27/16,04:02:03,49728.346,923,49728.231,1021,49729.72024,611.7647059,49728.85258,305,2.5294,1026,3.8,6027616.984,276706.4641
49724.807,771,02/27/16,04:02:03,49728.453,923,49728.253,1023,49729.71255,613,49728.83088,306.9411765,2.551792,1026,3.8,6027617.155,276706.2761
49724.855,774,02/27/16,04:02:03,49728.433,923,49728.1855,1023,49729.62982,613,49728.75529,308,2.540596,1026,3.8,6027617.322,276706.0879
49724.717,774,02/27/16,04:02:04,49728.36591,923,49728.118,1023,49729.46876,613,49728.6777,308,2.5294,1026,3.8,6027617.49,276705.8978
49724.676,774,02/27/16,04:02:04,49728.228,923,49727.894,1023,49729.43617,614.3541667,49728.68268,308,2.537797,1026,3.8,6027617.658,276705.7097
49724.65,774,02/27/16,04:02:04,49728.118,923,49727.849,1025,49729.435,614,49728.69544,308,2.543395,1026,3.8,6027617.826,276705.5198
49724.653,776,02/27/16,04:02:04,49728.186,925,49727.937,1025,49729.52882,614.4705882,49728.77441,309.0784314,2.540596,1026,3.8,6027617.995,276705.3318
49724.788,776,02/27/16,04:02:04,49728.24065,925,49728.025,1025,49729.67418,618,49728.84533,310,2.537797,1026,3.8,6027618.165,276705.1422
49724.807,776,02/27/16,04:02:04,49728.388,925,49728.141,1028,49729.61574,618,49728.77535,312.8217822,2.543395,1026,3.8,6027618.337,276704.9551
49724.833,776,02/27/16,04:02:04,49728.475,925,49728.163,1028,49729.60566,618,49728.75316,310.7040816,2.5294,1026,3.8,6027618.51,276704.7677
49724.807,779,02/27/16,04:02:04,49728.433,928,49728.07,1030,49729.61153,618,49728.76098,310,2.543395,1026,3.8,6027618.683,276704.5798
49724.721,779,02/27/16,04:02:04,49728.36509,928,49727.98146,1028.993865,49729.54861,618,49728.66187,310,2.543395,1026,3.8,6027618.857,276704.3914
49724.605,779,02/27/16,04:02:05,49728.141,928,49727.759,1030,49729.36114,618,49728.52739,310,2.565787,1026,3.8,6027619.031,276704.2026
49724.563,779,02/27/16,04:02:05,49728.051,928,49727.643,1028,49729.29178,618,49728.61633,310,2.565787,1026,3.8,6027619.205,276704.0133
49724.538,779,02/27/16,04:02:05,49728.025,928,49727.691,1028,49729.28338,618,49728.58964,310,2.543395,1026,3.8,6027619.38,276703.8236
49724.563,779,02/27/16,04:02:05,49728.073,928,49727.71187,1028.993865,49729.35339,617.2871287,49728.63418,309.0196078,2.547567742,1026,3.8,6027619.556,276703.636
49724.627,776,02/27/16,04:02:05,49728.14091,926.4907975,49727.733,1030,49729.42551,615.1546392,49728.65682,308,2.551792,1026,3.8,6027619.736,276703.4487
49724.608,779,02/27/16,04:02:05,49728.208,928,49727.781,1028,49729.44333,615.9411765,49728.58819,308,2.565787,1026,3.8,6027619.912,276703.261
49724.65,779,02/27/16,04:02:05,49728.16,928,49727.891,1030,49729.45715,616.4851485,49728.63869,308,2.599375,1026,3.8,6027620.091,276703.0727
49724.586,779,02/27/16,04:02:05,49728.186,928,49727.8585,1029,49729.47104,618,49728.60809,308,2.582581,1026,3.8,6027620.268,276702.8842
49724.582,779,02/27/16,04:02:05,49728.11891,928.993865,49727.826,1028,49729.40347,618,49728.58394,308,2.565787,1026,3.8,6027620.444,276702.6958
49724.473,776,02/27/16,04:02:05,49727.913,925,49727.624,1030,49729.20465,615.7941176,49728.52388,308,2.599375,1026,3.8,6027620.619,276702.5061
49724.403,779,02/27/16,04:02:06,49727.759,925,49727.444,1030,49729.13887,615,49728.43406,308,2.604973,1026,3.8,6027620.787,276702.3128
49724.271,776,02/27/16,04:02:06,49727.669,928,49727.351,1028,49729.09938,615,49728.46571,308,2.604973,1026,3.8,6027620.955,276702.1199
49724.335,779,02/27/16,04:02:06,49727.7004,928,49727.42951,1028.981366,49729.11015,615.5588235,49728.47338,308.8125,2.615960379,1026,3.8,6027621.123,276701.9274
49724.361,781,02/27/16,04:02:06,49727.733,928,49727.511,1030,49729.21868,617.9705882,49728.41584,310,2.627365,1026,3.8,6027621.292,276701.7353
49724.358,784,02/27/16,04:02:06,49727.871,930,49727.489,1035,49729.12653,624.2941176,49728.406,312.6875,2.618968,1026,3.8,6027621.461,276701.5451
49724.268,784,02/27/16,04:02:06,49727.666,930,49727.351,1038,49729.01315,624.1176471,49728.33234,310.9117647,2.627365,1026,3.8,6027621.629,276701.3534
49724.181,781,02/27/16,04:02:06,49727.534,930,49727.27447,1036.509202,49728.92773,622.257732,49728.2431,311.4705882,2.627365,1026,3.8,6027621.8,276701.1641
49724.133,784,02/27/16,04:02:06,49727.54356,930,49727.197,1035,49728.86401,620,49728.21384,313,2.627365,1026,3.8,6027621.972,276700.9735
49724.133,784,02/27/16,04:02:06,49727.534,933,49727.219,1035,49728.96974,620,49728.20918,313,2.646958,1026,3.8,6027622.144,276700.7842
49724.136,784,02/27/16,04:02:06,49727.621,933,49727.261,1035,49728.95006,621.5463918,49728.22431,313,2.646958,1026,3.8,6027622.316,276700.5934
49724.11,784,02/27/16,04:02:07,49727.511,930,49727.21572,1036.509202,49728.87381,621.960396,49728.15306,313,2.653998429,1026,3.8,6027622.489,276700.4038
49723.975,781,02/27/16,04:02:07,49727.4645,929,49727.171,1038,49728.815,619.7058824,49728.10471,311.8118812,2.660953,1026,3.8,6027622.662,276700.2138
49723.956,784,02/27/16,04:02:07,49727.354,933,49726.991,1033,49728.79541,619.5670103,49728.07,313,2.674948,1026,3.8,6027622.836,276700.024
49723.886,781,02/27/16,04:02:07,49727.351,933,49727.081,1033,49728.77824,618.8235294,49728.05413,310.4948454,2.680546,1026,3.8,6027623.013,276699.8354
49723.908,784,02/27/16,04:02:07,49727.309,930,49726.972,1033,49728.73344,618,49728.00724,310,2.674948,1026,3.8,6027623.19,276699.6466
49723.886,784,02/27/16,04:02:07,49727.351,930,49727.0384,1033,49728.70228,618.4950495,49727.99391,311.4226804,2.681988429,1026,3.8,6027623.367,276699.4575
49723.866,781,02/27/16,04:02:07,49727.34156,931.4907975,49727.104,1033,49728.76123,619.9019608,49727.98708,312.1891892,2.688943,1026,3.8,6027623.544,276699.268
49723.818,781,02/27/16,04:02:07,49727.216,933,49726.904,1035,49728.591,618,49727.91837,310,2.688943,1026,3.8,6027623.72,276699.079
49723.751,784,02/27/16,04:02:07,49727.219,930,49726.811,1033,49728.58009,618.9484536,49727.85273,312.1089109,2.700139,1026,3.8,6027623.898,276698.8891
49723.728,784,02/27/16,04:02:07,49727.194,930,49726.8225,1033,49728.568,620,49727.81286,313,2.694541,1026,3.8,6027624.074,276698.6996
49723.709,781,02/27/16,04:02:07,49727.1825,930,49726.834,1033,49728.57025,619.8039216,49727.79414,311.9705882,2.688943,1026,3.8,6027624.252,276698.5102
49723.728,779,02/27/16,04:02:08,49727.287,928,49726.856,1030,49728.6071,615.8041237,49727.79982,310,2.708536,1026,3.8,6027624.428,276698.3212
49723.773,779,02/27/16,04:02:08,49727.283,930,49726.924,1033,49728.64913,616.6176471,49727.82053,310,2.700139,1026,3.8,6027624.605,276698.1325
49723.751,779,02/27/16,04:02:08,49727.376,928,49726.969,1030,49728.68,616.990099,49727.81306,310,2.708536,1026,3.8,6027624.781,276697.9439
49723.776,776,02/27/16,04:02:08,49727.39713,928,49726.94787,1030,49728.68,615.4639175,49727.80282,310,2.708536,1026,3.8,6027624.956,276697.7553
49723.818,779,02/27/16,04:02:08,49727.376,925,49726.969,1028,49728.71529,615.6470588,49727.826,308.0784314,2.700139,1026,3.8,6027625.132,276697.5669
49723.863,776,02/27/16,04:02:08,49727.553,925,49727.039,1028,49728.78125,615,49727.826,309.6862745,2.694541,1026,3.8,6027625.306,276697.3777
49723.886,776,02/27/16,04:02:08,49727.601,925,49727.194,1025,49728.83485,614.1176471,49727.87001,308.6458333,2.700139,1026,3.8,6027625.478,276697.1879
49723.953,774,02/27/16,04:02:08,49727.621,923,49727.22771,1023.993865,49728.86564,613.4901961,49727.8925,306.5,2.714219859,1026,3.8,6027625.65,276696.999
49723.956,774,02/27/16,04:02:08,49727.6225,923,49727.261,1023,49728.88031,615,49727.90724,305.8823529,2.728129,1026,3.8,6027625.822,276696.8093
49723.998,774,02/27/16,04:02:09,49727.601,923,49727.261,1023,49728.84562,615,49727.93632,305.3235294,2.714134,1026,3.8,6027625.994,276696.6207
49723.998,771,02/27/16,04:02:09,49727.621,923,49727.242,1023,49728.86,614,49727.90526,305,2.688943,1026,3.8,6027626.167,276696.4313
49724.024,771,02/27/16,04:02:09,49727.691,923,49727.2405,1023,49728.8401,613,49727.84547,305,2.6987395,1026,3.8,6027626.339,276696.2427
49724.065,771,02/27/16,04:02:09,49727.6895,923,49727.239,1023,49728.78135,612.6907216,49727.78784,305,2.708536,1026,3.8,6027626.508,276696.0525
49723.975,771,02/27/16,04:02:09,49727.579,923,49726.949,1023,49728.71088,610,49727.75894,305,2.700139,1026,3.8,6027626.678,276695.8619
49724.024,771,02/27/16,04:02:09,49727.666,923,49726.991,1023,49728.67267,611.7010309,49727.77643,305,2.694541,1026,3.8,6027626.849,276695.6716
49724.088,771,02/27/16,04:02:09,49727.624,923,49726.972,1021,49728.635,611.0693069,49727.77914,305,2.694541,1026,3.8,6027627.02,276695.481
49724.088,771,02/27/16,04:02:09,49727.6015,923,49726.959,1021,49728.635,608.9803922,49727.76962,305,2.69734,1026,3.8,6027627.191,276695.2905
49724.091,771,02/27/16,04:02:09,49727.579,923,49726.946,1021,49728.635,613,49727.7694,305,2.700139,1026,3.8,6027627.363,276695.0999
49724.133,771,02/27/16,04:02:09,49727.556,923,49726.994,1023,49728.69485,611.9306931,49727.84356,305,2.700139,1026,3.8,6027627.538,276694.9113
49724.223,774,02/27/16,04:02:10,49727.598,925,49727.059,1023,49728.73543,613.8737864,49727.91076,307.0588235,2.700139,1026,3.8,6027627.714,276694.7225
49724.361,774,02/27/16,04:02:10,49727.691,925,49727.12691,1024.006135,49728.79075,615,49727.98157,308,2.694506656,1026,3.8,6027627.89,276694.5341
49724.448,776,02/27/16,04:02:10,49727.757,925,49727.194,1025,49728.93788,615.2647059,49728.03912,308,2.688943,1026,3.8,6027628.067,276694.3448
49724.676,776,02/27/16,04:02:10,49728.051,925,49727.576,1028,49729.13265,615.9411765,49728.09458,308,2.688943,1026,3.8,6027628.243,276694.1558
49724.762,776,02/27/16,04:02:10,49728.186,925,49727.534,1030,49729.19683,616.4554455,49728.06071,309.4705882,2.708536,1026,3.8,6027628.421,276693.9659
49724.9,776,02/27/16,04:02:10,49728.276,928,49727.5658,1030,49729.15961,618.5979381,49728.0496,310,2.722445141,1026,3.8,6027628.597,276693.7765
49724.942,779,02/27/16,04:02:10,49728.276,928,49727.598,1030,49729.03713,619.7227723,49728.07518,311.0824742,2.736526,1026,3.8,6027628.774,276693.5873
49725.013,781,02/27/16,04:02:10,49728.295,928,49727.553,1033,49729.10037,619.5670103,49728.02888,313,2.708536,1026,3.8,6027628.951,276693.3982
49725.08,781,02/27/16,04:02:10,49728.298,930,49727.556,1035,49729.15147,622.9411765,49728.23467,313,2.736526,1026,3.8,6027629.127,276693.2093
49725.193,784,02/27/16,04:02:10,49728.411,930,49727.759,1038,49729.198,624.2079208,49728.17182,314.2941176,2.775712,1026,3.8,6027629.303,276693.0204
49725.212,784,02/27/16,04:02:10,49728.366,930,49727.8135,1039,49729.22109,623.4123711,49728.19574,315,2.756119,1026,3.8,6027629.479,276692.8317
49725.373,786,02/27/16,04:02:11,49728.45545,932.4846626,49727.868,1040,49729.30824,625.0784314,49728.298,315,2.736526,1026,3.8,6027629.655,276692.6431
49725.373,789,02/27/16,04:02:11,49728.45413,937.9634146,49727.82738,1040,49729.265,624.4509804,49728.31652,315,2.755606988,1026,3.8,6027629.83,276692.455
49725.417,791,02/27/16,04:02:11,49728.478,935,49727.891,1042,49729.32828,623.9375,49728.4377,315,2.728129,1026,3.8,6027630.005,276692.2659
49725.459,789,02/27/16,04:02:11,49728.568,935,49727.9485,1042,49729.39417,625.5825243,49728.51038,315.990099,2.7323275,1026,3.8,6027630.178,276692.0774
49725.485,789,02/27/16,04:02:11,49728.568,936.4907975,49728.006,1042,49729.38696,626.84,49728.53785,317,2.736526,1026,3.8,6027630.353,276691.8883
49725.485,791,02/27/16,04:02:11,49728.613,938,49728.141,1042,49729.56581,626.4639175,49728.75547,317,2.784109,1026,3.8,6027630.526,276691.7
49725.507,791,02/27/16,04:02:11,49728.703,938,49728.25,1042,49729.67469,625.9230769,49728.75196,315.4166667,2.747722,1026,3.8,6027630.7,276691.5117
49725.507,789,02/27/16,04:02:11,49728.725,938,49728.2855,1042,49729.78545,625,49728.85565,316.1960784,2.758918,1026,3.8,6027630.874,276691.3235
49725.507,789,02/27/16,04:02:11,49728.74736,936.5092025,49728.321,1042,49729.86127,624.6078431,49728.95427,316.2156863,2.770114,1026,3.8,6027631.047,276691.1351
49725.482,791,02/27/16,04:02:12,49728.86,938,49728.456,1040,49729.92968,624.5882353,49728.99856,315,2.817697,1026,3.8,6027631.221,276690.946
49725.417,789,02/27/16,04:02:12,49728.815,938,49728.456,1040,49730.01671,623.8235294,49729.07074,315,2.784109,1026,3.8,6027631.394,276690.7568
49725.373,789,02/27/16,04:02:12,49728.815,935,49728.523,1040,49730.00708,621.75,49729.14324,315,2.789707,1026,3.8,6027631.569,276690.5672
49725.328,786,02/27/16,04:02:12,49728.815,933,49728.533,1040,49730.00127,620.7352941,49729.22891,314.0625,2.7939055,1026,3.8,6027631.743,276690.3781
49725.283,784,02/27/16,04:02:12,49728.815,933.993865,49728.543,1040,49730.18459,622.8823529,49729.30223,313,2.798104,1026,3.8,6027631.918,276690.1879
49725.257,784,02/27/16,04:02:12,49728.793,930,49728.591,1035,49730.08416,622.0103093,49729.39259,313,2.803702,1026,3.8,6027632.093,276689.9984
49725.193,784,02/27/16,04:02:12,49728.748,930,49728.613,1035,49730.14307,621.5148515,49729.44904,313,2.817697,1026,3.8,6027632.269,276689.8085
49725.103,784,02/27/16,04:02:12,49728.658,933,49728.5345,1036.5,49730.08958,620,49729.43249,313,2.8134985,1026,3.8,6027632.446,276689.6192
49725.032,784,02/27/16,04:02:12,49728.62471,931.5092025,49728.456,1038,49729.89396,620,49729.40199,313,2.8093,1026,3.8,6027632.623,276689.4292
49724.945,781,02/27/16,04:02:12,49728.658,930,49728.478,1033,49730.08027,620,49729.42177,313,2.823295,1026,3.8,6027632.799,276689.2396
49724.968,781,02/27/16,04:02:13,49728.7,930,49728.523,1033,49730.18937,620,49729.49347,313,2.8093,1026,3.8,6027632.976,276689.0499
49725.01,779,02/27/16,04:02:13,49728.751,930,49728.591,1030,49730.23073,619.2156863,49729.52566,311.2178218,2.817697,1026,3.8,6027633.152,276688.8601
49724.945,781,02/27/16,04:02:13,49728.72566,930,49728.57808,1030,49730.20637,618,49729.54407,311.2371134,2.831606141,1026,3.8,6027633.331,276688.6712
49724.942,779,02/27/16,04:02:13,49728.7,930,49728.565,1030,49730.277,618,49729.57979,312.2647059,2.845687,1026,3.8,6027633.518,276688.4884
49724.9,779,02/27/16,04:02:13,49728.706,928,49728.501,1030,49730.25941,616.1443299,49729.6475,310,2.817697,1026,3.8,6027633.693,276688.2989
49724.923,779,02/27/16,04:02:13,49728.7,925,49728.591,1028,49730.28464,615,49729.67762,310,2.8093,1026,3.8,6027633.868,276688.1095
49724.987,776,02/27/16,04:02:13,49728.703,928,49728.57957,1028,49730.28959,615,49729.63912,309.029703,2.813472422,1026,3.8,6027634.043,276687.9205
49724.923,776,02/27/16,04:02:13,49728.703,926.5182927,49728.568,1028,49730.12839,614.9175258,49729.6012,308.5686275,2.817697,1026,3.8,6027634.219,276687.7316
49724.945,776,02/27/16,04:02:13,49728.703,925,49728.635,1025,49730.2167,616.4653465,49729.62638,308.125,2.823295,1026,3.8,6027634.394,276687.5423
49724.942,776,02/27/16,04:02:13,49728.568,925,49728.433,1028,49730.18842,616.4226804,49729.57483,309.4757282,2.823295,1026,3.8,6027634.568,276687.3531
49724.833,776,02/27/16,04:02:14,49728.546,928,49728.409,1028,49730.10979,616.0294118,49729.54631,310,2.8274935,1026,3.8,6027634.743,276687.1644
49724.83,776,02/27/16,04:02:14,49728.51221,928,49728.385,1028,49729.96859,617.5882353,49729.50244,310,2.831692,1026,3.8,6027634.919,276686.9759
49724.81,779,02/27/16,04:02:14,49728.501,928,49728.298,1030,49730.04281,617.34375,49729.445,312.970297,2.831692,1026,3.8,6027635.093,276686.787
49724.833,779,02/27/16,04:02:14,49728.588,928,49728.366,1030,49730.08024,620.9411765,49729.445,313,2.831692,1026,3.8,6027635.268,276686.5981
49724.897,781,02/27/16,04:02:14,49728.635,930,49728.321,1033,49730.05495,623,49729.43045,313,2.823295,1026,3.8,6027635.443,276686.4092
49724.833,781,02/27/16,04:02:14,49728.579,930,49728.2985,1034,49729.9881,623,49729.41362,313.8823529,2.823295,1026,3.8,6027635.618,276686.2206
49724.875,784,02/27/16,04:02:14,49728.523,930,49728.276,1035,49730.00654,623,49729.39688,315,2.823295,1026,3.8,6027635.792,276686.0316
49724.878,784,02/27/16,04:02:14,49728.591,933,49728.343,1038,49729.99804,621.9117647,49729.31829,315,2.823295,1026,3.8,6027635.966,276685.8425
49724.855,786,02/27/16,04:02:14,49728.568,935,49728.298,1038,49729.9618,623.9278351,49729.29406,316.3861386,2.831692,1026,3.8,6027636.14,276685.6535
49724.83,786,02/27/16,04:02:14,49728.546,935,49728.28707,1038.993865,49729.99274,625,49729.26432,317,2.827519258,1026,3.8,6027636.314,276685.465
49724.833,789,02/27/16,04:02:14,49728.53443,935,49728.276,1040,49730.007,625,49729.243,317,2.823295,1026,3.8,6027636.488,276685.2763
49724.83,789,02/27/16,04:02:15,49728.501,935,49728.228,1040,49729.84679,626.443299,49729.13775,317,2.831692,1026,3.8,6027636.662,276685.0873
49724.81,789,02/27/16,04:02:15,49728.475,935,49728.141,1040,49729.83191,625.9215686,49729.09719,319.34375,2.823295,1026,3.8,6027636.835,276684.8984
49724.81,791,02/27/16,04:02:15,49728.456,938,49728.152,1041,49729.86501,625,49729.08624,320,2.820496,1026,3.8,6027637.009,276684.7101
49724.785,791,02/27/16,04:02:15,49728.46693,938,49728.163,1042,49729.84429,625.1758242,49729.04175,320,2.817697,1026,3.8,6027637.183,276684.5214
49724.766,793,02/27/16,04:02:15,49728.433,938,49728.048,1045,49729.80084,629.3762376,49728.94914,320.0784314,2.859682,1026,3.8,6027637.357,276684.3327
49724.762,793,02/27/16,04:02:15,49728.411,938,49728.028,1045,49729.77988,627.0098039,49728.93145,321.6862745,2.859682,1026,3.8,6027637.53,276684.144
